userID,game,date
simonpw,討鬼伝2,2019-10-31 05:48:57
veseluha-07,Mirror's Edge,2019-11-09 14:14:37
veseluha-07,Call of Duty 4: Modern Warfare,2019-03-07 10:55:40
zbugman,Super Mario 3D Land,2020-08-02 02:51:51
zbugman,Bioshock,2020-10-20 21:23:07
umpclark,Trials of Mana (2020),2020-09-22 17:32:57
umpclark,Deemo: Last Recital,2018-08-09 12:18:02
umpclark,Ultimate Chicken Horse,2020-11-20 06:36:15
umpclark,Gears of War 4,2020-06-13 13:09:36
umpclark,Monster Hunter: World,2020-09-21 14:19:37
ubutufanigopoqo,Mafia III,2019-03-01 21:19:05
ubutufanigopoqo,Diablo III,2020-08-21 11:07:24
ubutufanigopoqo,The Elder Scrolls V: Skyrim,2019-01-23 11:46:38
ubutufanigopoqo,A Way Out,2020-08-19 17:46:50
ubutufanigopoqo,Bloodborne,2019-11-14 16:00:42
select_deluxe,Tekken 7,2019-09-24 22:16:59
zeke31,Devil May Cry 5,2019-10-29 19:08:16
zeke31,Apex Legends,2020-07-15 13:05:41
zeke31,ASTRAL CHAIN,2020-09-23 05:25:51
zeke31,Super Mario Maker 2,2019-12-07 18:55:49
zargoev,Dead Space,2019-08-09 20:07:19
zargoev,Counter-Strike: Global Offensive,2020-01-27 12:07:59
SINED261155,The Legend of Heroes: Trails in the Sky the 3rd,2019-08-17 15:12:08
SINED261155,Final Fantasy Type-0 HD,2020-01-28 18:17:08
SINED261155,Sleeping Dogs: Definitive Edition,2020-02-12 21:03:13
SINED261155,モンスターハンターダブルクロス Nintendo Switch Ver.,2018-11-30 16:00:33
shengurovaalmir,Super Smash Bros. Ultimate,2020-06-27 02:07:03
ulqshka17,Call of Duty: Ghosts,2018-08-26 10:32:09
ulqshka17,Beyond: Two Souls,2020-12-15 18:00:48
silverfox33,Rory McIlroy PGA Tour,2018-08-26 00:16:22
zh-pitbul,Muramasa: The Demon Blade,2019-07-01 20:07:43
zh-pitbul,Call of Duty:Infinite Warfare,2020-08-11 16:29:56
zh-pitbul,Resident Evil 4,2018-08-25 09:55:53
zh-pitbul,Dragon Quest XI: Echoes of an Elusive Age,2020-12-16 04:37:39
zh-pitbul,Killzone: Shadow Fall,2020-02-01 01:37:14
uranus1016,LocoRoco Remastered,2020-03-01 15:42:45
uranus1016,FIFA 17,2020-01-12 18:55:09
uranus1016,Call of Duty: WWII,2019-03-17 14:01:12
uranus1016,Ridge Racer,2019-10-28 04:35:55
uranus1016,Minecraft,2019-02-25 01:02:36
sirin80,Borderlands,2020-05-10 18:31:19
sirin80,FIFA 18,2019-10-13 11:17:59
sirin80,The Legend of Heroes: Trails of Cold Steel,2018-12-23 16:38:18
sirin80,Gravity Rush: Remastered,2020-07-07 19:34:12
sirin80,Yakuza 6: The Song of Life,2018-07-12 15:14:32
sergasuka,Final Fantasy XV,2019-09-21 19:51:17
sergasuka,Super Mario 3D Land,2020-05-08 04:54:43
sergasuka,Odin Sphere Leifthrasir,2018-09-12 06:45:57
ximka_timon,Persona 5 Scramble: The Phantom Strikers,2020-08-21 10:17:42
ximka_timon,Naruto Shippuden: Ultimate Ninja Storm Collection,2020-03-29 22:22:09
ximka_timon,Middle-earth: Shadow of War,2020-07-12 20:56:08
ximka_timon,Nioh,2018-07-27 16:45:53
ximka_timon,Journey,2020-06-27 19:55:51
vad999,Valkyria Revolution,2020-03-21 03:53:20
vad999,Ratchet & Clank,2020-02-13 10:55:45
vad999,The Witcher 3: Wild Hunt,2020-05-29 01:00:33
woolfek,Final Fantasy XV,2018-06-18 21:20:23
Sergio11iw,Penny-Punching Princess,2019-12-13 09:48:50
Sergio11iw,Yakuza 6: The Song of Life,2019-06-28 18:18:17
sewperfect62,Nier: Automata,2019-04-19 10:10:02
sewperfect62,The Evil Within,2018-09-25 13:49:30
sewperfect62,Watch Dogs,2020-08-13 10:06:40
sewperfect62,Danganronpa 2: Goodbye Despair,2018-10-28 05:47:10
sewperfect62,Pokemon Quest,2019-09-15 13:20:38
ziloter,attack on titan,2020-03-24 10:39:05
ziloter,Naruto Shippuden: Ultimate Ninja Storm Collection,2019-08-25 01:59:28
ziloter,Mafia III,2019-02-02 15:46:11
ziloter,Ancient Amuletor,2019-03-05 22:21:22
vin21346,Devil May Cry 4,2018-09-28 15:44:23
zazdazaz,Goat Simulator,2020-01-21 18:44:52
zazdazaz,Luigi's Mansion 3,2020-06-01 15:47:13
silversin,Total War: Three Kingdoms,2020-10-05 22:53:39
silversin,Ninja Gaiden Sigma 2,2020-07-21 14:11:04
ydalzova_o,Need For Speed,2019-05-21 12:59:39
ydalzova_o,Saki: Zengokuhen,2019-04-09 14:26:50
simpa71,Titanfall 2,2018-10-16 13:23:21
simpa71,Pillars of Eternity 2: Deadfire,2020-12-01 17:59:21
simpa71,Splatoon 2,2018-06-30 12:30:14
velapreden,Dragon Quest Heroes II,2019-05-07 07:43:18
velapreden,The Last of Us Part II,2020-12-31 03:21:38
velapreden,Final Fantasy IX,2020-12-05 23:04:47
velapreden,Omega Labyrinth Life,2020-01-15 14:28:02
wtf1488wp,Poly Bridge,2019-09-17 20:14:36
wtf1488wp,Syberia 3,2019-06-05 06:04:39
wtf1488wp,NBA 2K16,2020-01-06 12:45:52
xhoqjikgm,MONSTER HUNTER STORIES,2019-05-27 19:52:15
xhoqjikgm,Left 4 Dead 2,2020-05-24 13:13:48
xhoqjikgm,The Order: 1886,2020-11-09 13:54:53
xhoqjikgm,Atelier Lydie & Suelle: The Alchemists and The Mysterious Paintings,2018-07-10 14:10:11
xhoqjikgm,Monster Hunter Generations,2020-09-24 13:14:49
usbpor_3cmFU,Ori and the Will of the Wisps,2020-04-26 12:27:15
WSvFeT3r,Tekken 7,2018-11-27 05:37:18
WSvFeT3r,Sid Meier's Civilization VI,2020-06-17 13:02:26
WSvFeT3r,Assassin's Creed: Brotherhood,2019-08-14 16:56:57
WSvFeT3r,DRAGON QUEST 7: FRAGMENTS OF THE FORGOTTEN PAST,2020-03-25 21:06:15
WSvFeT3r,牧場物語 再会のミネラルタウン,2020-11-16 10:30:52
yyyuck,Yakuza 0,2018-08-16 13:05:55
yyyuck,Animal Crossing: New Horizons,2020-04-20 12:22:11
yyyuck,Pokemon Let's go Pikachu/Eevvee,2019-03-22 06:55:49
yyyuck,Dynasty Warriors 9,2019-09-27 23:00:23
yyyuck,Until Dawn,2020-04-05 17:00:51
simon_huzzer,Deadlight：Director's Cut,2019-02-15 20:05:02
simon_huzzer,Fallout 76,2019-12-11 12:46:20
ziuzinaleks,Akiba's Beat,2019-04-11 19:35:44
zCoolx,Sid Meier's Civilization VI,2020-03-27 17:30:40
zCoolx,Bravely Default: For the Sequel,2020-05-23 10:18:23
zCoolx,Assassins Creed II,2018-10-13 07:28:22
zCoolx,Dragon Quest Builders 2,2021-01-10 12:03:12
zCoolx,Sonic Generations,2018-07-31 16:26:22
xkillingniggasx,Entwined,2020-06-15 21:06:06
xkillingniggasx,Yakuza Kiwami 2,2018-09-17 15:26:17
xkillingniggasx,Watch Dogs 2,2020-04-16 16:34:53
xkillingniggasx,Valkyria Chronicles,2019-10-30 16:54:27
zpotasko,Darksiders,2020-04-27 22:32:13
wwesmackdown2010,Code Vein,2020-12-21 14:57:27
wwesmackdown2010,The Witcher 3: Wild Hunt,2018-08-03 05:56:59
xwwhstpp,Ratchet & Clank,2018-07-14 15:03:06
zaGyCA,Final Fantasy XII：The ZODIAC AGE,2019-06-28 14:48:52
zaGyCA,Ghost Recon Wildlands,2020-01-18 00:35:51
zaGyCA,Ori and the Blind Forest,2019-12-09 19:36:54
shyrock,MONSTER HUNTER STORIES,2019-06-27 06:10:59
urlhaishang,Call of Duty:Infinite Warfare,2020-04-09 06:32:21
urlhaishang,The Last of Us Part II,2020-07-08 08:30:49
urlhaishang,BLAZBLUE CENTRALFICTION,2020-08-23 08:54:28
yano4kaivanova,Minecraft,2019-06-14 22:43:19
yano4kaivanova,Call of Duty: Black Ops III,2018-07-26 22:28:31
yano4kaivanova,Assassin’s Creed Origins,2019-06-15 07:32:13
yano4kaivanova,Pokémon Sun/Moon,2019-06-07 19:39:26
yano4kaivanova,Mafia III,2019-02-12 15:29:25
zhanatolijalex,Tom Clancy''s The Division,2019-05-07 23:02:25
servisvkontakte,Black Witchcraft,2020-05-07 20:42:47
shahidpnm,Mario Kart 7,2019-12-19 11:09:00
shahidpnm,Apex Legends,2020-03-01 10:13:45
zoomit,Stardew Valley,2019-06-22 11:08:19
zoomit,Battlefield 4,2019-03-17 18:12:03
yukiko_desu,Star Wars Jedi: Fallen Order,2020-02-17 18:16:55
yukiko_desu,Shadow Warrior 2,2019-05-09 08:11:02
yukiko_desu,Left 4 Dead 2,2020-04-08 07:51:43
yukiko_desu,Metro Exodus,2020-02-20 17:04:07
txrubinnikolay,ICEY,2020-02-11 10:02:13
txrubinnikolay,Resident Evil: The Mercenaries 3D,2020-06-21 22:20:15
txrubinnikolay,Xenoblade Chronicles 2,2019-12-05 06:51:02
txrubinnikolay,Pro Yakyuu Spirits 2014,2018-11-28 12:12:15
txrubinnikolay,Ninja Gaiden Sigma 2 Plus,2020-07-03 11:12:40
virtualmafia,Disgaea 5,2019-11-17 00:19:48
sexyred1029,Doom (2016),2020-09-25 07:26:32
sexyred1029,The Legend of Zelda: A Link Between Worlds,2019-03-23 15:22:12
sexyred1029,Bayonetta,2020-09-25 23:14:20
sexyred1029,What Remains of Edith Finch,2020-03-02 07:49:06
sexyred1029,Nioh 2,2020-10-19 17:40:20
wwmink,Counter-Strike,2020-07-08 18:14:12
wwmink,Dragon Quest Builders,2019-05-18 16:46:18
wwmink,Flower,2019-08-16 02:55:55
wwmink,Resident Evil 2 (2019),2019-09-25 16:27:01
wwmink,Borderlands,2018-08-25 14:31:19
viktorya1952,The Last Guardian,2020-12-07 07:58:32
viktorya1952,Hearthstone: Heroes of Warcraft,2019-09-11 11:37:35
viktorya1952,Steep,2020-06-11 10:33:47
viemira,モンスターハンターダブルクロス Nintendo Switch Ver.,2019-02-02 21:27:25
verash27,Ancestors: The Humankind Odyssey,2020-06-22 21:33:48
u-gleb,LETHAL LEAGUE BLAZE,2018-11-12 00:02:29
u-gleb,The Last Guardian,2019-08-17 10:45:14
shahzadgulg,StarCraft II: Legacy of the Void,2019-08-29 16:31:06
shahzadgulg,Minecraft,2019-04-19 19:40:04
shahzadgulg,Gears of War 4,2020-10-28 20:28:21
shahzadgulg,Dark Souls,2019-11-07 12:46:34
shahzadgulg,龍が如く维新！,2018-08-07 07:53:48
vau1976,Gears of War:Ultimate Edition,2019-04-04 08:06:47
vau1976,Senran Kagura: Estival Versus,2019-02-04 21:52:54
vau1976,Samurai Shodown NeoGeo Collection,2020-10-24 19:10:11
sephirothsbabygyrl,BioShock Infinite,2019-06-28 17:42:11
sephirothsbabygyrl,Onimusha 3: Demon Siege,2019-10-11 08:28:33
sephirothsbabygyrl,Monster Hunter XX,2020-11-24 22:39:25
sephirothsbabygyrl,Celeste,2020-07-10 16:56:20
sephirothsbabygyrl,Final Fantasy XV,2018-12-03 11:32:11
setillalt,ICEY,2019-01-12 10:18:43
setillalt,Princess * Strike!,2019-08-24 16:28:31
setillalt,Darkest Dungeon,2018-09-10 17:24:50
setillalt,ARMS,2019-04-26 11:24:22
yanka_dunalskaya,Grand Theft Auto: Episodes from Liberty City,2019-07-27 16:34:31
yanka_dunalskaya,Sleeping Dogs: Definitive Edition,2019-01-27 21:32:33
yanka_dunalskaya,Apex Legends,2020-08-11 10:33:02
yanka_dunalskaya,Minecraft,2019-10-08 15:10:45
shakalova_yulya,Aiyoku no Eustia: Angel's Blessing,2019-03-12 22:42:28
shakalova_yulya,Nioh,2019-02-25 13:23:19
shakalova_yulya,Uncharted 4: A Thief's End,2018-07-11 18:32:39
shakalova_yulya,Grand Theft Auto: San Andreas,2019-06-29 23:19:45
shakalova_yulya,BioShock Infinite,2020-02-18 18:09:53
yyxyyh0,Tom Clancy's The Division 2,2020-08-19 22:45:54
yyxyyh0,For Honor,2020-03-05 15:37:58
yyxyyh0,Metal Gear Solid V：The Definitive Experience,2018-07-11 15:48:34
yvymajogozef,Nioh,2018-12-11 15:17:17
yvymajogozef,The Legend of Zelda: Ocarina of Time 3D,2020-07-14 01:54:24
yvymajogozef,Persona 5 Scramble: The Phantom Strikers,2020-07-11 22:49:45
yvymajogozef,Untitled Goose Game,2020-03-29 17:43:48
tzv2r2,Shadow of the Tomb Raider,2020-12-23 10:21:55
tzv2r2,Gears of War 4,2018-07-20 16:31:08
tzv2r2,Far Cry 3,2020-06-01 14:17:27
tzv2r2,Kingdom Hearts III,2019-11-23 01:15:01
tzv2r2,Gorogoa,2018-08-03 17:16:15
zentarn,X-Morph: Defense,2020-08-11 14:17:45
zentarn,Apex Legends,2020-07-31 18:53:23
zentarn,Naruto Shippuden: Ultimate Ninja Storm Collection,2019-11-28 21:28:46
zentarn,FINAL FANTASY VII REMAKE,2020-09-22 14:29:01
zina90,Ori and the Will of the Wisps,2020-06-04 04:05:07
zina90,inFAMOUS: Second Son,2020-11-12 19:19:44
zina90,Far Cry 5,2020-04-09 20:18:37
zina90,Bayonetta 2,2019-05-08 18:59:06
zsgzp,Fire Emblem Echoes: Shadows of Valentia,2018-08-07 10:53:53
zsgzp,Uncharted: The Nathan Drake Collection,2018-09-18 08:34:24
zsgzp,Left 4 Dead 2,2019-04-09 16:10:15
ussov2008,Plants vs. Zombies: Garden Warfare 2,2020-11-16 20:52:31
ussov2008,Valkyria Chronicles 4,2019-09-12 10:19:38
ussov2008,Final Fantasy XV,2019-05-08 12:50:10
t_l_a_,Dark Souls: Remastered,2019-04-05 21:25:04
t_l_a_,Forza Horizon 4,2020-07-22 20:34:16
twiglis,Until Dawn,2020-12-10 03:44:55
twiglis,Two Point Hospital,2019-08-24 19:45:42
twiglis,Ori and the Will of the Wisps,2020-10-12 21:54:06
twiglis,SEKIRO：SHADOWS DIE TWICE,2019-10-28 02:41:58
tyarik,Trials Fusion,2020-08-20 04:22:46
tyarik,Super Mario Odyssey,2019-11-30 11:26:19
tyarik,Uncharted: The Nathan Drake Collection,2020-06-24 18:36:42
ses-seryogaa,Heavy Rain,2020-06-19 18:17:54
serleyber,Metro Exodus,2020-06-17 22:11:38
serleyber,Inside,2020-02-22 20:32:11
shashiyadav01,Uncharted 4: A Thief's End,2018-11-02 20:20:02
shashiyadav01,Persona 5 Scramble: The Phantom Strikers,2020-09-29 20:06:12
shashiyadav01,Death Stranding,2021-01-08 02:08:48
shashiyadav01,Treasures of Montezuma: Blitz,2020-06-20 21:02:28
shashiyadav01,SD Gundam G Generation Genesis,2019-03-04 02:34:08
zajkatanyakisa,Titanfall 2,2019-06-23 18:55:27
zajkatanyakisa,God of War Collection,2020-10-01 17:22:49
zajkatanyakisa,Sleeping Dogs: Definitive Edition,2020-06-13 13:30:44
zajkatanyakisa,Shadow of the Tomb Raider,2020-11-14 20:02:24
sergeypelouh,JUST DANCE 2018,2019-01-21 20:29:11
sergeypelouh,Valhalla Knights 3,2019-07-23 14:18:51
sergeypelouh,Tricky Towers,2019-01-28 13:05:35
semakovskiy,Middle-earth: Shadow of War,2019-06-27 11:31:05
wperkins,The Last of Us Remastered,2018-11-03 22:41:43
wperkins,Shovel Knight,2019-11-29 15:31:49
wperkins,Yakuza Kiwami ,2019-01-11 13:26:34
wperkins,Assassin's Creed: Brotherhood,2019-11-21 16:24:28
wperkins,Odin Sphere Leifthrasir,2018-10-15 21:54:49
yenokta,Tomb Raider (2013),2019-11-26 13:03:05
yenokta,Knight Squad,2019-02-14 20:16:59
yenokta,The Order: 1886,2019-01-04 15:29:15
sergsnk,Muramasa: The Demon Blade,2019-03-26 22:41:58
sergsnk,The Outer Worlds,2020-01-19 12:45:25
sergsnk,Bloodborne,2020-11-22 14:26:16
shpirkoleonid,Senran Kagura: Estival Versus,2019-08-20 00:14:53
shpirkoleonid,NBA 2K14,2018-11-14 14:28:36
shpirkoleonid,Destiny,2020-07-01 14:29:50
shpirkoleonid,Thomas Was Alone,2018-12-29 16:28:00
shpirkoleonid,Ratchet & Clank,2019-07-25 14:54:17
zombie21,Frostpunk,2020-05-15 02:28:01
zombie21,Bayonetta,2020-01-02 16:43:31
zombie21,Gyakuten Saiban 123: Naruhodo Selection,2019-03-10 15:09:13
zombie21,Call of Duty: Black Ops,2019-05-10 14:11:55
sexy_beauty00,Metal Gear Solid V: Ground Zeroes,2018-08-11 14:27:33
vgmoroz,Marvel's Spider-Man,2018-12-31 07:00:39
vgmoroz,Pokemon Let's go Pikachu/Eevvee,2019-10-09 22:39:47
vgmoroz,Final Fantasy X HD,2018-10-02 18:08:48
vgmoroz,Gem Smashers,2020-02-09 16:32:38
vgmoroz,Dreams Universe,2020-12-02 16:56:55
vergil2495,Persona 4: Golden,2020-02-05 15:05:32
yo-sanya,Monster Hunter: World,2020-03-08 21:35:56
yo-sanya,Mafia III,2020-07-18 22:35:33
sniperz53,Gears of War:Ultimate Edition,2019-08-03 15:57:29
sniperz53,Assassin’s Creed Origins,2019-04-22 00:22:02
sniperz53,Forza Horizon 3: Blizzard Mountain,2019-06-03 17:17:31
sniperz53,Trine,2020-02-12 13:49:04
sniperz53,Ninja Gaiden Sigma 2 Plus,2018-08-04 22:45:50
zslonka-anya,Life Is Strange,2018-09-19 03:39:45
zslonka-anya,Tom Clancy''s The Division,2020-11-15 13:12:00
yghyhgnb,Rise of the Tomb Raider,2020-10-27 22:10:46
shakoradenis,Assassin's Creed: Unity,2019-07-20 05:22:59
shakoradenis,Rhythm Heaven The Best +,2019-01-25 22:29:07
shakoradenis,Alan Wake,2019-02-20 22:00:13
shakoradenis,The Legend of Zelda: Link’s Awakening,2020-04-21 17:27:32
siochain2,NBA 2K16,2020-05-05 12:15:03
siochain2,Bloodborne,2019-06-29 18:37:17
siochain2,Dragon Quest XI: Echoes of an Elusive Age,2020-09-30 10:38:39
siochain2,One Piece: World Seeker,2020-05-15 10:30:10
siochain2,Wipeout 2,2019-06-08 11:29:04
zamis70,Left 4 Dead 2,2019-07-07 02:22:43
zamis70,Super Robot Wars OG: The Moon Dwellers,2019-08-15 19:30:09
sgsghs,Tom Clancy's The Division 2,2020-08-28 16:39:24
sgsghs,Battlefield 1,2019-09-13 16:49:02
sgsghs,Ultra Street Fighter IV,2019-01-24 12:14:48
sgsghs,Radio Wave Human RPG,2020-10-05 05:47:53
uzavrazi-sashu1980mb,Akiba's Trip: Undead & Undressed,2018-06-17 17:48:22
wowkenolia,Flower,2018-11-15 15:00:34
wowkenolia,The Last of Us Remastered,2019-03-21 11:02:54
wowkenolia,Forza Horizon 2,2018-10-14 20:17:44
vasul_prutyla,Assassin's Creed: Brotherhood,2019-06-15 14:09:18
vasul_prutyla,Ghost of Tsushima,2020-10-05 13:16:03
vasul_prutyla,Katana ZERO,2020-01-01 10:01:21
tjsolin,Diablo III,2018-09-14 20:56:13
yashikmmm,Yakuza Kiwami ,2020-10-14 02:43:29
Zerok,Super Smash Bros. for Nintendo 3DS,2020-11-21 18:00:19
x-trees,The Legend of Heroes: Trails of Cold Steel,2018-07-04 15:32:51
x-trees,Tetris 99,2019-09-28 17:48:10
x-trees,Marvel's Spider-Man,2020-01-26 22:10:08
x-trees,FINAL FANTASY VII REMAKE,2020-09-10 19:42:06
x-trees,Mario Kart 7,2019-07-28 10:29:02
viktor23-97,Shadow of the Colossus Remake,2020-12-03 11:13:31
viktor23-97,MLB 15: The Show,2019-03-11 20:04:52
ukcjars,Pokémon Sun/Moon,2019-05-23 13:14:24
z_ero_n,Attack on Titan 2: Future Coordinates,2019-08-12 11:19:05
z_ero_n,The Legend of Zelda: Link’s Awakening,2020-06-02 19:06:50
thehacen,StarCraft II: Legacy of the Void,2019-04-17 18:44:52
thehacen,Ace Combat 7: Skies Unknown,2020-01-24 05:56:39
thehacen,Monster Hunter 4,2019-06-21 10:35:49
thehacen,Uncharted 2: Among Thieves,2018-10-12 15:50:55
thehacen,Resident Evil 2 (2019),2019-09-26 10:06:51
shythd,The Elder Scrolls V: Skyrim - Special Edition,2020-09-23 13:50:46
shythd,Dragon Quest Builders,2019-12-07 21:18:07
shythd,Death Stranding,2020-06-16 17:13:20
shythd,Star Wars Jedi: Fallen Order,2020-10-21 15:08:26
shythd,Ring Fit Adventure,2020-01-31 05:48:30
Zahnstein,Judgment (2019),2020-10-22 22:16:01
Zahnstein,What Remains of Edith Finch,2019-01-21 01:13:42
ypimuwunaze,StarCraft II: Legacy of the Void,2020-10-13 22:44:17
ypimuwunaze,Call of Duty: Modern Warfare 2,2019-11-07 20:25:53
ypimuwunaze,Persona 5 Royal,2020-02-27 11:35:02
ypimuwunaze,Mini Metro,2020-08-24 13:58:49
ypimuwunaze,Bravely Default,2019-07-29 09:36:49
shu750922,The Outer Worlds,2020-10-10 15:43:52
sethroq,Assassin’s Creed Origins,2020-07-23 17:19:34
sethroq,Metro Exodus,2020-02-04 15:41:25
sethroq,Nioh 2,2020-07-13 19:12:15
sethroq,Resident Evil 0 HD Remaster,2019-11-22 14:44:30
shurik_sasha89,Onechanbara Z2: Chaos,2018-12-07 13:28:10
yoyofactory11111,Assassin’s Creed Origins,2018-08-03 10:44:28
yoyofactory11111,Persona 5 Royal,2020-08-29 19:02:36
yoyofactory11111,Resident Evil 6,2020-04-22 11:52:35
xelectrikvelvetx,Dark Souls,2020-08-31 04:40:26
xelectrikvelvetx,Final Fantasy XII：The ZODIAC AGE,2019-06-05 18:40:46
xelectrikvelvetx,Dramatic Create,2020-02-02 16:15:47
xanxus86,Code Vein,2020-10-19 14:55:47
vicdyachko,Ghost Recon Wildlands,2019-07-02 21:55:24
vicdyachko,Little Nightmares,2019-08-15 15:47:06
vicdyachko,Super Robot Wars V,2018-09-27 17:56:20
sexystory,STEINS;GATE ELITE,2019-03-12 10:37:04
sexystory,Super Meat Boy,2019-12-14 15:00:17
sexystory,A King's Tale: Final Fantasy XV,2020-03-30 19:32:50
vika1997k,World of Final Fantasy,2019-07-20 19:11:47
vika1997k,The Legend of Zelda: Tri Force Heroes,2019-08-13 12:14:33
yFNNILNF,Kirby: Planet Robobot,2020-12-03 22:00:33
yFNNILNF,Call of Duty: Black Ops III,2019-09-13 10:47:59
zot_mc,Pix the Cat,2019-11-24 11:08:00
znackomstvaseks,Nier: Automata,2019-02-12 13:34:30
znackomstvaseks,Grand Theft Auto: Episodes from Liberty City,2020-02-10 02:23:51
zaharov-radim,Summer Lesson: Hikari Miyamoto,2019-08-20 11:19:26
zaharov-radim,Assassins Creed II,2019-09-19 20:05:23
zaharov-radim,Don't Starve,2020-02-10 01:23:30
zaharov-radim,Yakuza Kiwami ,2020-05-05 22:09:55
zaharov-radim,Call of Duty: Modern Warfare 2,2019-01-07 13:29:56
Vadim2323_53,Just Dance 2017,2019-04-04 16:52:40
Vadim2323_53,Tom Clancy''s The Division,2020-10-01 21:39:34
Vadim2323_53,The Last of Us Remastered,2020-05-10 14:05:01
Vadim2323_53,Rain Blood Chronicles: Mirage,2019-01-08 11:01:19
Vadim2323_53,Battlefield 1942,2018-11-02 13:08:43
valery_ryu,Uncharted 4: A Thief's End,2019-11-19 23:07:33
valery_ryu,ドラえもん のび太の牧場物語,2019-10-10 12:48:36
vasiliskan,ファイナルファンタジーXIV: 漆黒のヴィランズ,2020-06-19 10:44:41
yuliailashimova,The Legend of Zelda：Breath of the Wild,2020-09-12 21:23:46
yuliailashimova,The Legend of Zelda: Ocarina of Time 3D,2020-08-04 13:09:37
yuliailashimova,Inside,2019-05-04 19:36:39
yuliailashimova,Dark Souls: Remastered,2019-11-01 13:04:44
yuliailashimova,The Last of Us Part II,2020-09-23 22:52:09
zssezsse,Ghost of Tsushima,2020-11-28 19:55:13
ugoldy,Valkyria Chronicles,2020-11-02 11:06:17
saibrok,The Legend of Heroes: Trails of Cold Steel III,2020-08-28 22:16:25
saibrok,God Eater 2: Rage Burst,2019-05-23 21:33:16
sfoulis,OCTOPATH TRAVELER,2020-03-05 17:53:26
shak1996,Final Fantasy XII：The ZODIAC AGE,2018-09-01 14:25:17
zava12,Penny-Punching Princess,2019-08-24 16:03:07
zava12,Yomawari: Night Alone,2020-04-07 18:36:49
zava12,Odin Sphere Leifthrasir,2018-09-26 10:39:46
zava12,Rise of Mana,2020-04-19 17:45:34
zava12,ARMS,2019-08-01 00:58:35
ushlyak,Warriors orchi2 Ultimate,2020-07-09 22:48:41
yss8971,Nioh,2020-07-28 17:33:04
yss8971,Grand Theft Auto V,2019-07-30 05:40:09
vasilivasilev1985,Assassin's Creed IV: Black Flag,2019-08-18 12:30:36
vasilivasilev1985,For Honor,2020-09-29 21:59:40
yuruhan43,Final Fantasy XII：The ZODIAC AGE,2020-06-06 20:27:38
shan_hellyeah,Assassin's Creed: Syndicate,2019-11-29 22:51:05
shan_hellyeah,Super Robot Wars V,2019-01-21 22:27:11
shan_hellyeah,Marvel's Spider-Man,2020-02-27 13:51:35
yudpv,Portal 2,2019-03-24 13:02:48
Shiloh1856,Transformers: Devastation,2019-03-31 01:45:57
Shiloh1856,BioShock Infinite,2018-08-31 17:08:58
Shiloh1856,Bloodstained: Curse of the Moon 2,2020-09-13 17:38:35
Shiloh1856,Shin Sangokumusou7：Empires,2019-11-30 16:04:48
Shiloh1856,This War of Mine,2019-06-28 11:49:25
vaganovmn,Tearaway Unfolded,2019-02-14 18:11:29
vaganovmn,Rainbow Moon,2018-09-25 16:09:07
vaganovmn,Destiny 2,2020-03-26 22:02:21
vaganovmn,Dragon Ball Z: Kakarot,2020-08-20 12:45:58
veronika_777_91,Overcooked 2,2020-11-08 20:51:34
veronika_777_91,Space Engineers,2018-06-25 02:49:21
veronika_777_91,Persona 5 Royal,2020-03-18 21:22:27
veronika_777_91,Exstetra,2018-09-19 10:28:38
veronika_777_91,Final Fantasy XV,2019-11-07 02:34:54
zoologa,Mario Sports Superstars,2020-04-23 02:55:04
zoologa,Gyakuten Saiban 123: Naruhodo Selection,2020-11-06 01:02:13
slicecock,Assassin’s Creed Origins,2020-10-28 10:33:37
slicecock,GRAVITY DAZE 2,2020-12-03 20:44:53
slicecock,Gyakuten Saiban 123: Naruhodo Selection,2020-03-09 05:57:37
Xipurexi,Metro Exodus,2020-07-05 12:04:06
viktorkornilov2,The Legend of Zelda: Majora's Mask 3D,2018-07-02 11:08:50
viktorkornilov2,NBA 2K18,2018-12-21 10:45:02
viktorkornilov2,Resident Evil: Revelations 2,2020-12-17 21:14:07
viktorkornilov2,One Piece: Pirate Warriors 3,2019-04-11 12:40:59
viktorkornilov2,L.A. Noire,2019-05-25 10:01:53
txue5858,Marvel's Spider-Man,2020-03-31 19:15:43
txue5858,Amnesia World,2018-11-14 16:27:41
zvartem,Hitman (2016),2019-11-27 14:04:25
zvartem,Jump Rope Challenge,2020-06-25 17:00:22
shturman-79,Warriors All-Stars,2019-07-12 09:39:55
tjbgator,Animal Crossing: New Horizons,2020-12-04 16:06:49
tjbgator,Donkey Kong Country: Tropical Freeze,2019-06-22 22:31:30
zioddd,Kono Uta ga Owattara: When This Song is Over,2020-10-12 17:00:47
zioddd,Persona 4: Dancing All Night,2019-09-09 17:41:39
zfeliksyebo0581i,Tokyo xanadu,2018-07-20 20:47:37
zfeliksyebo0581i,Persona 5 Royal,2020-01-01 10:56:43
zfeliksyebo0581i,Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,2020-03-01 01:44:10
zfeliksyebo0581i,Days Gone,2020-02-23 21:15:38
yepudunsiv1966,Ori and the Blind Forest,2020-02-08 22:31:36
yepudunsiv1966,Untitled Goose Game,2020-02-23 17:12:36
yepudunsiv1966,Halo 5: Guardians,2019-01-27 12:59:16
zw2Qj,Until Dawn,2020-05-04 21:32:40
zw2Qj,GEARS OF WAR,2020-01-01 18:11:43
